opportunity_id,account_id,opportunity_name,created_date,close_date,stage_name,amount,probability,expected_revenue,owner_id,lead_source,primary_campaign_id,forecast_category,next_step,days_in_current_stage,is_stale
OPP000860,ACC000052,Pioneer Platform - Lead Routing,2025-01-09,2025-02-03,Proposal,36906,0.6,22143.6,USR000010,Webinar,CMP000025,Pipeline,No next step logged,12,True
OPP000861,ACC000553,Vertex Networks 66 - Lifecycle Redesign,2026-03-07,2026-05-17,Closed Won,12282,1.0,12282.0,USR000010,Organic Search,,Closed,,32,False
OPP000862,ACC000396,Meridian Data - Lead Routing,2025-10-01,2025-11-18,Proposal,32730,0.6,19638.0,USR000021,Direct,CMP000007,Commit,Executive follow-up,3,False
OPP000863,ACC000516,Cobalt Labs 40 - RevOps Retainer,2026-05-01,2026-08-20,Proposal,69964,0.6,41978.4,USR000023,Webinar,CMP000013,Best Case,Send proposal,18,False
OPP000864,ACC000131,Bright Cloud 66 - HubSpot-SFDC Integration,2026-02-04,2026-06-14,Discovery,120266,0.25,30066.5,USR000018,Webinar,,Pipeline,Legal review,27,False
OPP000865,ACC000535,Ironwood Health 54 - CRM Cleanup,2025-03-23,2025-07-08,Prospecting,70565,0.1,7056.5,USR000014,Webinar,CMP000002,Pipeline,Executive follow-up,27,False
OPP000866,ACC000424,Nimbus Health 75 - CRM Cleanup,2025-08-28,2025-10-27,Discovery,63589,0.25,15897.25,USR000007,Content Download,CMP000008,Commit,Executive follow-up,43,False
OPP000867,ACC000498,Keystone Platform 46 - Lead Routing,2026-03-13,2026-04-12,Closed Won,39804,1.0,39804.0,USR000019,Organic Search,CMP000012,Closed,,42,False
OPP000868,ACC000133,Vertex Analytics - Reporting Build,2025-06-18,2025-10-26,Negotiation,404169,0.75,303126.75,USR000022,Direct,CMP000022,Commit,No next step logged,25,True
OPP000869,ACC000518,Catalyst Dynamics 95 - HubSpot-SFDC Integration,2025-05-02,2025-07-26,Demo,29533,0.4,11813.2,USR000022,Paid Search,CMP000031,Pipeline,Schedule discovery,40,False
OPP000870,ACC000382,Catalyst Works 16 - HubSpot-SFDC Integration,2025-09-04,2026-02-04,Demo,431732,0.4,172692.8,USR000021,Organic Search,CMP000029,Commit,Technical scoping,103,True
OPP000871,ACC000140,Meridian Dynamics - Lead Routing,2026-02-10,2026-05-23,Negotiation,154377,0.75,115782.75,USR000005,Event,CMP000035,Pipeline,Legal review,39,False
OPP000872,ACC000425,Apex Dynamics 7 - RevOps Retainer,2025-05-31,2025-07-04,Prospecting,26956,0.1,2695.6,USR000021,LinkedIn,CMP000002,Commit,Executive follow-up,38,False
OPP000873,ACC000271,Pioneer Labs 53 - Reporting Build,2025-12-06,2025-12-30,Discovery,15576,0.25,3894.0,USR000021,Outbound,CMP000026,Commit,Executive follow-up,12,False
OPP000874,ACC000185,Keystone Markets 79 - Lifecycle Redesign,2025-04-23,2025-06-26,Negotiation,14097,0.75,10572.75,USR000005,Organic Search,,Best Case,No next step logged,32,True
OPP000875,ACC000214,Catalyst Data - RevOps Retainer,2026-05-14,2026-07-28,Closed Won,18752,1.0,18752.0,USR000009,Event,CMP000010,Closed,,5,False
OPP000876,ACC000064,Vertex Systems - Lead Routing,2026-02-16,2026-06-23,Negotiation,138382,0.75,103786.5,USR000019,Event,CMP000024,Commit,Send proposal,12,False
OPP000877,ACC000015,Catalyst Analytics - RevOps Retainer,2025-10-21,2026-01-13,Closed Lost,14716,0.0,0.0,USR000014,Referral,CMP000004,Closed,,31,False
OPP000878,ACC000167,Clearpath Dynamics 80 - RevOps Retainer,2026-03-14,2026-06-08,Closed Won,36190,1.0,36190.0,USR000022,Paid Search,CMP000034,Closed,,42,False
OPP000879,ACC000335,Vertex Markets 25 - RevOps Retainer,2026-06-02,2026-07-13,Discovery,79813,0.25,19953.25,USR000010,Content Download,CMP000021,Pipeline,Schedule discovery,20,False
OPP000880,ACC000050,Clearpath Intelligence - Lifecycle Redesign,2026-05-03,2026-08-27,Proposal,146559,0.6,87935.4,USR000019,Organic Search,CMP000032,Pipeline,Technical scoping,20,False
OPP000881,ACC000500,Summit Markets 10 - RevOps Retainer,2025-07-22,2025-12-23,Closed Lost,112598,0.0,0.0,USR000007,Organic Search,CMP000017,Closed,,15,False
OPP000882,ACC000543,Pioneer Labs 30 - Reporting Build,2025-10-19,2026-02-16,Discovery,41548,0.25,10387.0,USR000007,Webinar,CMP000001,Commit,Executive follow-up,30,False
OPP000883,ACC000504,Catalyst Markets - HubSpot-SFDC Integration,2025-11-16,2026-02-25,Prospecting,81184,0.1,8118.4,USR000018,Outbound,CMP000029,Pipeline,Schedule discovery,121,True
OPP000884,ACC000637,Clearpath Health 91 - Lifecycle Redesign,2025-11-26,2026-01-09,Negotiation,11797,0.75,8847.75,USR000009,Partner,CMP000010,Best Case,Executive follow-up,34,False
OPP000885,ACC000561,Atlas Data 24 - Reporting Build,2025-04-29,2025-05-31,Prospecting,21298,0.1,2129.8,USR000018,Event,,Best Case,Legal review,2,False
OPP000886,ACC000244,Meridian Labs 79 - HubSpot-SFDC Integration,2026-04-15,2026-07-20,Demo,20436,0.4,8174.4,USR000010,Direct,CMP000028,Pipeline,Legal review,25,False
OPP000887,ACC000428,Catalyst Labs 53 - RevOps Retainer,2026-04-29,2026-07-28,Demo,53979,0.4,21591.6,USR000014,LinkedIn,CMP000023,Commit,No next step logged,18,True
OPP000888,ACC000310,Cobalt Labs 56 - Lifecycle Redesign,2025-06-12,2025-11-25,Closed Lost,98450,0.0,0.0,USR000023,Content Download,CMP000029,Closed,,11,False
OPP000889,ACC000040,Nimbus Markets - CRM Cleanup,2025-09-22,2026-01-03,Prospecting,224303,0.1,22430.3,USR000014,Outbound,CMP000001,Best Case,No next step logged,12,True
OPP000890,ACC000083,Nimbus Intelligence - CRM Cleanup,2025-07-10,2025-10-25,Demo,59277,0.4,23710.8,USR000027,Partner,CMP000016,Pipeline,Executive follow-up,33,False
OPP000891,ACC000513,Ironwood Platform - RevOps Retainer,2025-03-12,2025-05-08,Closed Won,5000,1.0,5000.0,USR000022,Referral,CMP000013,Closed,,22,False
OPP000892,ACC000156,Bright Works - CRM Cleanup,2026-04-01,2026-05-04,Demo,19611,0.4,7844.4,USR000019,LinkedIn,CMP000029,Commit,No next step logged,11,True
OPP000893,ACC000310,Cobalt Labs 56 - Lead Routing,2025-04-12,2025-09-15,Discovery,64225,0.25,16056.25,USR000009,Referral,CMP000012,Commit,Legal review,13,False
OPP000894,ACC000193,Nova Networks 81 - RevOps Retainer,2026-06-07,2026-10-28,Negotiation,145566,0.75,109174.5,USR000009,Content Download,CMP000016,Commit,Schedule discovery,27,False
OPP000895,ACC000110,Cobalt Dynamics 35 - HubSpot-SFDC Integration,2026-05-17,2026-09-26,Prospecting,303528,0.1,30352.8,USR000019,Content Download,CMP000026,Pipeline,No next step logged,43,True
OPP000896,ACC000132,Summit Data - Lifecycle Redesign,2025-07-14,2025-09-30,Closed Lost,50093,0.0,0.0,USR000021,Direct,CMP000035,Closed,,69,False
OPP000897,ACC000507,Atlas Data 17 - Reporting Build,2025-02-20,2025-03-31,Discovery,7136,0.25,1784.0,USR000023,LinkedIn,CMP000014,Best Case,Send proposal,10,False
OPP000898,ACC000136,Atlas Dynamics - RevOps Retainer,2025-04-06,2025-06-18,Negotiation,11922,0.75,8941.5,USR000027,Organic Search,CMP000032,Pipeline,Technical scoping,20,False
OPP000899,ACC000492,Bright Data - Reporting Build,2025-10-07,2025-11-13,Prospecting,19218,0.1,1921.8,USR000011,Paid Search,CMP000014,Best Case,Technical scoping,51,True
OPP000900,ACC000634,Ironwood Systems 99 - Lead Routing,2025-11-22,2026-03-24,Proposal,219303,0.6,131581.8,USR000022,Organic Search,CMP000001,Commit,Send proposal,32,False
OPP000901,ACC000137,Northstar Works 5 - HubSpot-SFDC Integration,2025-08-15,2025-11-24,Prospecting,54399,0.1,5439.9,USR000009,Referral,CMP000030,Commit,Send proposal,34,False
OPP000902,ACC000433,Catalyst Ops - CRM Cleanup,2025-11-24,2026-03-24,Prospecting,157977,0.1,15797.7,USR000022,Outbound,CMP000022,Pipeline,Send proposal,28,False
OPP000903,ACC000446,Northstar Ops 94 - CRM Cleanup,2026-02-12,2026-06-09,Discovery,17601,0.25,4400.25,USR000023,LinkedIn,CMP000018,Commit,No next step logged,23,True
OPP000904,ACC000582,Evergreen Data 84 - Reporting Build,2025-06-10,2025-08-17,Closed Won,5000,1.0,5000.0,USR000027,Direct,CMP000016,Closed,,28,False
OPP000905,ACC000223,Clearpath Systems - HubSpot-SFDC Integration,2026-01-23,2026-03-14,Discovery,102981,0.25,25745.25,USR000019,Content Download,CMP000013,Best Case,Send proposal,22,False
OPP000906,ACC000266,Keystone Dynamics - RevOps Retainer,2025-02-21,2025-06-30,Negotiation,134300,0.75,100725.0,USR000021,Paid Search,CMP000021,Best Case,Technical scoping,9,False
OPP000907,ACC000168,Ironwood Platform 56 - Reporting Build,2025-01-16,2025-06-06,Proposal,53434,0.6,32060.4,USR000022,LinkedIn,,Commit,No next step logged,57,True
OPP000908,ACC000365,Ironwood Cloud 83 - Reporting Build,2025-04-20,2025-07-21,Prospecting,132651,0.1,13265.1,USR000005,LinkedIn,CMP000034,Commit,Legal review,44,False
OPP000909,ACC000118,Meridian Labs 60 - Lifecycle Redesign,2026-01-29,2026-05-19,Demo,42515,0.4,17006.0,USR000011,Outbound,CMP000027,Best Case,Send proposal,28,False
OPP000910,ACC000531,Pioneer Data 81 - Lifecycle Redesign,2025-09-25,2025-10-24,Closed Lost,19367,0.0,0.0,USR000010,Paid Search,CMP000012,Closed,,26,False
OPP000911,ACC000089,Ironwood Data - Lead Routing,2025-01-05,2025-03-07,Demo,29350,0.4,11740.0,USR000019,Paid Search,CMP000026,Best Case,Technical scoping,44,False
OPP000912,ACC000265,Catalyst Cloud 14 - Reporting Build,2026-01-16,2026-05-01,Prospecting,42018,0.1,4201.8,USR000023,Paid Search,CMP000009,Best Case,No next step logged,23,True
OPP000913,ACC000033,Signal Group - Reporting Build,2025-03-09,2025-05-31,Closed Lost,33149,0.0,0.0,USR000009,Direct,CMP000007,Closed,,21,False
OPP000914,ACC000474,Atlas Analytics - Lifecycle Redesign,2025-01-03,2025-04-10,Closed Lost,104365,0.0,0.0,USR000018,Referral,CMP000018,Closed,,12,False
OPP000915,ACC000419,Bright Dynamics 13 - Lifecycle Redesign,2026-03-07,2026-05-11,Negotiation,80607,0.75,60455.25,USR000022,Direct,CMP000030,Pipeline,Technical scoping,13,False
OPP000916,ACC000136,Atlas Dynamics - CRM Cleanup,2025-05-27,2025-07-28,Closed Lost,12817,0.0,0.0,USR000007,Referral,CMP000029,Closed,,36,False
OPP000917,ACC000207,Meridian Works - Lifecycle Redesign,2025-03-05,2025-08-03,Prospecting,243467,0.1,24346.7,USR000005,Partner,CMP000030,Commit,Schedule discovery,56,True
OPP000918,ACC000414,Evergreen Networks 99 - Reporting Build,2025-01-02,2025-05-20,Closed Lost,75870,0.0,0.0,USR000022,Event,CMP000032,Closed,,21,False
OPP000919,ACC000513,Ironwood Platform - Reporting Build,2025-07-23,2025-10-04,Closed Won,19375,1.0,19375.0,USR000023,Event,CMP000030,Closed,,38,False
OPP000920,ACC000580,Evergreen Analytics 41 - Lifecycle Redesign,2026-05-29,2026-10-28,Demo,173825,0.4,69530.0,USR000027,Organic Search,CMP000012,Pipeline,Executive follow-up,8,False
OPP000921,ACC000474,Atlas Analytics - Lead Routing,2025-10-10,2026-01-11,Closed Won,83943,1.0,83943.0,USR000014,Event,CMP000012,Closed,,25,False
OPP000922,ACC000258,Northstar Group 74 - CRM Cleanup,2025-03-08,2025-05-31,Discovery,8628,0.25,2157.0,USR000010,Webinar,,Pipeline,Send proposal,12,False
OPP000923,ACC000154,Ironwood Systems - Reporting Build,2025-10-11,2025-12-01,Prospecting,11975,0.1,1197.5,USR000018,Direct,CMP000033,Commit,No next step logged,33,True
OPP000924,ACC000333,Keystone Works - CRM Cleanup,2025-10-07,2026-03-08,Proposal,282486,0.6,169491.6,USR000019,Paid Search,CMP000028,Commit,Legal review,36,False
OPP000925,ACC000607,BluePeak Ops 21 - Lead Routing,2026-02-17,2026-05-20,Negotiation,49426,0.75,37069.5,USR000019,Webinar,,Best Case,Schedule discovery,31,False
OPP000926,ACC000156,Bright Works - RevOps Retainer,2026-01-02,2026-02-09,Demo,22184,0.4,8873.6,USR000021,Partner,CMP000022,Best Case,No next step logged,67,True
OPP000927,ACC000626,Evergreen Analytics 66 - Reporting Build,2025-01-19,2025-05-29,Discovery,129518,0.25,32379.5,USR000021,Organic Search,CMP000025,Commit,Schedule discovery,15,False
OPP000928,ACC000149,Signal Cloud 71 - CRM Cleanup,2025-08-09,2025-11-21,Discovery,42029,0.25,10507.25,USR000014,Referral,CMP000020,Best Case,Executive follow-up,119,True
OPP000929,ACC000207,Meridian Works - RevOps Retainer,2025-01-18,2025-06-07,Discovery,104372,0.25,26093.0,USR000010,Paid Search,CMP000012,Commit,Technical scoping,9,False
OPP000930,ACC000619,Nimbus Dynamics 49 - RevOps Retainer,2026-02-03,2026-05-27,Closed Won,234444,1.0,234444.0,USR000022,Direct,CMP000031,Closed,,29,False
OPP000931,ACC000532,Northstar Health - Lead Routing,2026-03-13,2026-07-24,Closed Won,296383,1.0,296383.0,USR000014,Outbound,CMP000015,Closed,,38,False
OPP000932,ACC000627,Clearpath Platform 74 - Reporting Build,2025-04-05,2025-04-29,Prospecting,25130,0.1,2513.0,USR000023,Paid Search,CMP000015,Best Case,No next step logged,47,True
OPP000933,ACC000221,Catalyst Systems - RevOps Retainer,2025-06-24,2025-10-13,Demo,144583,0.4,57833.2,USR000014,Referral,CMP000020,Commit,Send proposal,39,False
OPP000934,ACC000126,Meridian Software 78 - RevOps Retainer,2026-03-29,2026-07-06,Demo,198373,0.4,79349.2,USR000022,Direct,CMP000021,Commit,Schedule discovery,28,False
OPP000935,ACC000343,Bright Systems 91 - RevOps Retainer,2025-08-12,2025-11-26,Closed Lost,22801,0.0,0.0,USR000027,Webinar,CMP000002,Closed,,20,False
OPP000936,ACC000039,Atlas Software 93 - HubSpot-SFDC Integration,2025-10-11,2025-11-09,Prospecting,10710,0.1,1071.0,USR000019,Referral,CMP000012,Best Case,No next step logged,40,True
OPP000937,ACC000100,Pioneer Networks - HubSpot-SFDC Integration,2026-02-21,2026-05-14,Closed Won,23014,1.0,23014.0,USR000021,Outbound,CMP000027,Closed,,12,False
OPP000938,ACC000589,Nimbus Analytics 95 - CRM Cleanup,2025-09-03,2026-01-08,Closed Lost,145464,0.0,0.0,USR000018,Content Download,CMP000030,Closed,,6,False
OPP000939,ACC000631,Evergreen Networks 62 - HubSpot-SFDC Integration,2025-08-26,2025-11-29,Discovery,16710,0.25,4177.5,USR000014,Content Download,CMP000036,Pipeline,Executive follow-up,25,False
OPP000940,ACC000527,Ironwood Cloud 13 - HubSpot-SFDC Integration,2025-09-15,2026-01-09,Prospecting,213630,0.1,21363.0,USR000011,LinkedIn,CMP000023,Pipeline,Send proposal,33,False
OPP000941,ACC000649,Atlas Data 82 - HubSpot-SFDC Integration,2025-09-23,2025-10-08,Demo,72503,0.4,29001.2,USR000014,Partner,CMP000035,Pipeline,Schedule discovery,53,True
OPP000942,ACC000475,Nimbus Analytics 84 - RevOps Retainer,2026-06-06,2026-06-22,Demo,34411,0.4,13764.4,USR000023,LinkedIn,CMP000013,Best Case,Technical scoping,44,False
OPP000943,ACC000479,Evergreen Markets 75 - Lead Routing,2025-12-05,2026-05-20,Demo,34399,0.4,13759.6,USR000011,Paid Search,CMP000020,Pipeline,Legal review,27,False
OPP000944,ACC000184,Bright Cloud 22 - Reporting Build,2025-05-10,2025-09-13,Proposal,168620,0.6,101172.0,USR000021,Partner,CMP000032,Pipeline,Schedule discovery,48,True
OPP000945,ACC000572,Cobalt Software - Lifecycle Redesign,2025-06-18,2025-10-11,Demo,144017,0.4,57606.8,USR000027,Direct,CMP000011,Pipeline,Schedule discovery,3,False
OPP000946,ACC000426,Evergreen Ops 30 - Lifecycle Redesign,2025-04-27,2025-09-02,Negotiation,94555,0.75,70916.25,USR000014,LinkedIn,CMP000020,Pipeline,Executive follow-up,12,False
OPP000947,ACC000624,Evergreen Works 94 - CRM Cleanup,2025-09-18,2025-12-18,Closed Won,70583,1.0,70583.0,USR000009,Paid Search,CMP000016,Closed,,43,False
OPP000948,ACC000353,Pioneer Solutions - Lead Routing,2025-02-25,2025-08-07,Demo,133536,0.4,53414.4,USR000023,Webinar,CMP000026,Pipeline,Send proposal,8,False
OPP000949,ACC000423,BluePeak Intelligence - RevOps Retainer,2025-03-15,2025-08-06,Discovery,514153,0.25,128538.25,USR000011,Webinar,CMP000002,Pipeline,Legal review,22,False
OPP000950,ACC000098,Summit Networks 26 - Lead Routing,2025-10-29,2026-01-17,Closed Lost,47935,0.0,0.0,USR000009,Content Download,CMP000001,Closed,,28,False
OPP000951,ACC000272,Cobalt Platform 66 - HubSpot-SFDC Integration,2026-06-01,2026-10-28,Discovery,163106,0.25,40776.5,USR000018,Event,CMP000005,Pipeline,Legal review,28,False
OPP000952,ACC000092,Ironwood Software - HubSpot-SFDC Integration,2025-08-20,2026-01-24,Prospecting,110097,0.1,11009.7,USR000027,Paid Search,CMP000016,Pipeline,Technical scoping,13,False
OPP000953,ACC000049,Summit Platform - RevOps Retainer,2025-01-23,2025-03-31,Closed Lost,62034,0.0,0.0,USR000019,LinkedIn,CMP000036,Closed,,23,False
OPP000954,ACC000408,Clearpath Intelligence 94 - HubSpot-SFDC Integration,2025-08-25,2026-01-01,Prospecting,80864,0.1,8086.4,USR000009,Outbound,,Commit,Legal review,30,False
OPP000955,ACC000049,Summit Platform - HubSpot-SFDC Integration,2025-10-06,2025-10-28,Negotiation,93577,0.75,70182.75,USR000007,Paid Search,CMP000020,Pipeline,Technical scoping,19,False
OPP000956,ACC000617,Summit Software 67 - CRM Cleanup,2026-05-03,2026-06-30,Closed Won,23757,1.0,23757.0,USR000022,Event,CMP000009,Closed,,37,False
OPP000957,ACC000304,Evergreen Markets 98 - HubSpot-SFDC Integration,2025-03-11,2025-06-01,Negotiation,556877,0.75,417657.75,USR000023,LinkedIn,CMP000034,Best Case,Schedule discovery,21,False
OPP000958,ACC000274,Evergreen Intelligence - Reporting Build,2026-01-19,2026-06-26,Negotiation,93731,0.75,70298.25,USR000018,Webinar,CMP000031,Pipeline,Technical scoping,26,False
OPP000959,ACC000153,Nimbus Platform 83 - Reporting Build,2026-04-06,2026-07-02,Proposal,7756,0.6,4653.6,USR000022,Event,CMP000030,Commit,Send proposal,45,False
OPP000960,ACC000311,Cobalt Markets - Reporting Build,2025-03-09,2025-06-09,Proposal,32810,0.6,19686.0,USR000011,Content Download,CMP000012,Pipeline,Executive follow-up,10,False
OPP000961,ACC000527,Ironwood Cloud 13 - Reporting Build,2025-03-20,2025-09-28,Prospecting,69354,0.1,6935.4,USR000005,Organic Search,CMP000033,Best Case,Legal review,36,False
OPP000962,ACC000295,Apex Works 74 - Lead Routing,2026-02-10,2026-06-07,Prospecting,67882,0.1,6788.2,USR000011,Event,CMP000031,Best Case,Schedule discovery,36,False
OPP000963,ACC000528,Catalyst Data 39 - RevOps Retainer,2026-04-01,2026-08-30,Negotiation,44729,0.75,33546.75,USR000027,Content Download,CMP000027,Pipeline,Legal review,20,False
OPP000964,ACC000181,Northstar Cloud - Lead Routing,2026-03-01,2026-07-20,Discovery,83528,0.25,20882.0,USR000027,Paid Search,CMP000028,Commit,Technical scoping,38,False
OPP000965,ACC000161,Clearpath Analytics - CRM Cleanup,2025-07-09,2025-09-07,Demo,20728,0.4,8291.2,USR000009,Paid Search,CMP000001,Pipeline,Send proposal,56,True
OPP000966,ACC000371,BluePeak Cloud - RevOps Retainer,2026-03-25,2026-08-10,Prospecting,81011,0.1,8101.1,USR000007,Direct,CMP000034,Best Case,No next step logged,30,True
OPP000967,ACC000093,Nimbus Systems - Lifecycle Redesign,2025-05-20,2025-06-30,Negotiation,34921,0.75,26190.75,USR000014,Direct,CMP000029,Best Case,Legal review,29,False
OPP000968,ACC000307,Nova Data - Reporting Build,2025-01-03,2025-04-06,Closed Lost,81582,0.0,0.0,USR000021,Content Download,CMP000003,Closed,,20,False
OPP000969,ACC000206,Bright Group 10 - HubSpot-SFDC Integration,2025-08-04,2025-11-17,Demo,40668,0.4,16267.2,USR000019,Webinar,CMP000001,Pipeline,Technical scoping,17,False
OPP000970,ACC000486,Vertex Platform 6 - Reporting Build,2025-11-17,2026-05-12,Prospecting,179927,0.1,17992.7,USR000005,Content Download,CMP000006,Commit,Legal review,18,False
OPP000971,ACC000342,Atlas Analytics 85 - CRM Cleanup,2025-02-01,2025-04-09,Prospecting,72478,0.1,7247.8,USR000027,Partner,CMP000027,Best Case,Send proposal,7,False
OPP000972,ACC000406,Cobalt Health 15 - Lifecycle Redesign,2025-06-13,2025-10-05,Closed Won,201042,1.0,201042.0,USR000010,Content Download,CMP000036,Closed,,18,False
OPP000973,ACC000245,Vertex Intelligence 52 - CRM Cleanup,2026-03-15,2026-05-28,Discovery,17056,0.25,4264.0,USR000014,Outbound,CMP000011,Pipeline,Legal review,43,False
OPP000974,ACC000494,Northstar Markets 77 - RevOps Retainer,2025-01-28,2025-07-14,Discovery,151318,0.25,37829.5,USR000019,Outbound,,Commit,Send proposal,24,False
OPP000975,ACC000407,Meridian Cloud - Reporting Build,2025-09-08,2025-12-27,Demo,253270,0.4,101308.0,USR000007,LinkedIn,CMP000016,Best Case,Executive follow-up,39,False
OPP000976,ACC000558,Summit Dynamics 97 - RevOps Retainer,2026-03-03,2026-04-03,Closed Lost,79049,0.0,0.0,USR000022,Direct,CMP000011,Closed,,12,False
OPP000977,ACC000486,Vertex Platform 6 - Lead Routing,2026-03-19,2026-08-19,Closed Lost,211100,0.0,0.0,USR000014,Referral,CMP000029,Closed,,44,False
OPP000978,ACC000503,Keystone Platform 51 - Lead Routing,2025-09-14,2026-01-22,Closed Won,47962,1.0,47962.0,USR000005,Outbound,CMP000015,Closed,,51,False
OPP000979,ACC000526,Signal Markets 44 - CRM Cleanup,2025-10-02,2026-01-04,Demo,132454,0.4,52981.6,USR000010,Direct,CMP000017,Pipeline,Executive follow-up,59,True
OPP000980,ACC000169,Cobalt Analytics - HubSpot-SFDC Integration,2025-03-15,2025-05-02,Closed Won,20209,1.0,20209.0,USR000009,Direct,CMP000017,Closed,,30,False
OPP000981,ACC000485,Nimbus Platform 85 - HubSpot-SFDC Integration,2025-03-27,2025-06-13,Proposal,28737,0.6,17242.2,USR000009,Webinar,CMP000001,Pipeline,Send proposal,9,False
OPP000982,ACC000085,Signal Analytics - RevOps Retainer,2025-09-04,2025-12-05,Negotiation,44875,0.75,33656.25,USR000005,Referral,CMP000029,Pipeline,No next step logged,35,True
OPP000983,ACC000121,Bright Software - Reporting Build,2025-06-21,2025-08-28,Negotiation,133656,0.75,100242.0,USR000021,Content Download,CMP000009,Commit,No next step logged,21,True
OPP000984,ACC000445,Clearpath Cloud - RevOps Retainer,2025-01-23,2025-03-31,Closed Won,218415,1.0,218415.0,USR000027,Outbound,CMP000012,Closed,,30,False
OPP000985,ACC000550,Summit Platform 86 - HubSpot-SFDC Integration,2025-02-15,2025-07-05,Prospecting,100307,0.1,10030.7,USR000005,Outbound,CMP000023,Pipeline,Schedule discovery,71,True
OPP000986,ACC000299,Meridian Health 25 - CRM Cleanup,2025-12-12,2026-02-18,Closed Won,16879,1.0,16879.0,USR000005,Outbound,CMP000019,Closed,,29,False
OPP000987,ACC000018,BluePeak Dynamics - Lifecycle Redesign,2026-05-20,2026-07-27,Demo,8175,0.4,3270.0,USR000023,Event,CMP000032,Best Case,Send proposal,29,False
OPP000988,ACC000591,Meridian Dynamics 77 - Lifecycle Redesign,2025-10-28,2026-04-01,Prospecting,86328,0.1,8632.8,USR000010,Event,CMP000036,Best Case,Send proposal,39,False
OPP000989,ACC000532,Northstar Health - HubSpot-SFDC Integration,2025-07-02,2025-10-07,Demo,175362,0.4,70144.8,USR000007,Event,CMP000019,Commit,Legal review,44,False
OPP000990,ACC000202,Clearpath Labs 59 - HubSpot-SFDC Integration,2025-02-26,2025-03-14,Closed Lost,123457,0.0,0.0,USR000009,Content Download,CMP000031,Closed,,39,False
OPP000991,ACC000340,Summit Health 69 - RevOps Retainer,2025-02-17,2025-06-19,Negotiation,75481,0.75,56610.75,USR000011,Referral,CMP000002,Best Case,Technical scoping,61,True
OPP000992,ACC000065,Keystone Software 93 - HubSpot-SFDC Integration,2025-03-31,2025-07-05,Demo,48233,0.4,19293.2,USR000027,Referral,CMP000019,Commit,Schedule discovery,29,False
OPP000993,ACC000621,Signal Labs 78 - Lifecycle Redesign,2026-05-15,2026-09-19,Closed Lost,196842,0.0,0.0,USR000022,Organic Search,CMP000035,Closed,,21,False
OPP000994,ACC000034,Atlas Data - CRM Cleanup,2025-06-23,2025-10-15,Closed Lost,119333,0.0,0.0,USR000022,Content Download,CMP000034,Closed,,10,False
OPP000995,ACC000587,Pioneer Cloud 88 - Lead Routing,2025-11-19,2026-03-01,Closed Lost,48654,0.0,0.0,USR000014,Webinar,CMP000020,Closed,,29,False
OPP000996,ACC000310,Cobalt Labs 56 - RevOps Retainer,2025-08-07,2026-01-11,Demo,100889,0.4,40355.6,USR000010,Event,CMP000021,Pipeline,Schedule discovery,11,False
OPP000997,ACC000272,Cobalt Platform 66 - HubSpot-SFDC Integration,2026-01-04,2026-04-26,Closed Lost,36698,0.0,0.0,USR000027,Referral,CMP000003,Closed,,17,False
OPP000998,ACC000290,Vertex Health - Reporting Build,2026-05-12,2026-09-01,Closed Won,296869,1.0,296869.0,USR000018,Partner,CMP000011,Closed,,17,False
OPP000999,ACC000479,Evergreen Markets 75 - HubSpot-SFDC Integration,2025-04-09,2025-09-23,Prospecting,59818,0.1,5981.8,USR000019,Event,,Commit,Schedule discovery,12,False
OPP001000,ACC000147,Vertex Health 82 - HubSpot-SFDC Integration,2025-07-09,2025-09-24,Closed Lost,90250,0.0,0.0,USR000023,Organic Search,,Closed,,25,False
OPP001001,ACC000574,Northstar Solutions 73 - RevOps Retainer,2025-05-08,2025-05-24,Discovery,17897,0.25,4474.25,USR000011,Direct,CMP000028,Pipeline,Send proposal,23,False
OPP001002,ACC000224,Summit Works 32 - CRM Cleanup,2025-02-14,2025-03-31,Closed Won,7798,1.0,7798.0,USR000018,Content Download,CMP000029,Closed,,30,False
OPP001003,ACC000414,Evergreen Networks 99 - Reporting Build,2025-08-15,2025-11-22,Proposal,148396,0.6,89037.6,USR000023,Referral,CMP000010,Pipeline,Technical scoping,11,False
OPP001004,ACC000283,Evergreen Group - Reporting Build,2025-05-16,2025-09-17,Prospecting,75697,0.1,7569.7,USR000014,LinkedIn,CMP000006,Best Case,Schedule discovery,13,False
OPP001005,ACC000562,Meridian Labs 56 - Lead Routing,2025-12-08,2026-01-31,Closed Won,23384,1.0,23384.0,USR000021,Event,CMP000017,Closed,,28,False
OPP001006,ACC000065,Keystone Software 93 - Reporting Build,2026-03-27,2026-05-05,Prospecting,42411,0.1,4241.1,USR000007,Event,CMP000015,Pipeline,Executive follow-up,28,False
OPP001007,ACC000375,Apex Group - Reporting Build,2025-04-13,2025-08-30,Discovery,200677,0.25,50169.25,USR000005,Event,CMP000019,Commit,Send proposal,11,False
OPP001008,ACC000290,Vertex Health - HubSpot-SFDC Integration,2025-11-15,2026-01-20,Prospecting,255767,0.1,25576.7,USR000010,Event,CMP000024,Pipeline,Executive follow-up,17,False
OPP001009,ACC000470,Bright Health 44 - Lifecycle Redesign,2025-04-22,2025-07-19,Discovery,41311,0.25,10327.75,USR000018,Webinar,CMP000022,Commit,Schedule discovery,29,False
