External Opportunity ID,External Account ID,Opportunity Name,Created Date,Close Date,Salesforce Stage Suggested,Original Stage,Amount,Probability,Expected Revenue,Owner External ID,Lead Source,Primary Campaign External ID,Forecast Category,Next Step,Days in Current Stage,Is Stale
OPP001242,ACC000033,Signal Group - Lifecycle Redesign,2025-01-20,2025-06-29,Proposal,Proposal,650000,0.6,390000.0,USR000007,Event,CMP000018,Pipeline,Send proposal,43,False
OPP001510,ACC000578,Northstar Dynamics 19 - HubSpot-SFDC Integration,2025-11-26,2026-03-27,Closed Lost,Closed Lost,350643,0.0,0.0,USR000022,Referral,CMP000012,Closed,,14,False
OPP000426,ACC000032,Bright Analytics - HubSpot-SFDC Integration,2026-05-28,2026-09-07,Demo,Demo,12391,0.4,4956.4,USR000007,Webinar,,Commit,No next step logged,19,True
OPP000675,ACC000030,Bright Analytics 25 - RevOps Retainer,2025-02-23,2025-03-23,Demo,Demo,59148,0.4,23659.2,USR000005,Outbound,CMP000012,Commit,Legal review,33,False
OPP000950,ACC000098,Summit Networks 26 - Lead Routing,2025-10-29,2026-01-17,Closed Lost,Closed Lost,47935,0.0,0.0,USR000009,Content Download,CMP000001,Closed,,28,False
OPP000562,ACC000220,Meridian Intelligence - CRM Cleanup,2025-11-09,2026-02-06,Proposal,Proposal,20313,0.6,12187.8,USR000009,Direct,,Commit,Technical scoping,6,False
OPP000121,ACC000463,Catalyst Health 65 - Reporting Build,2025-05-04,2025-09-24,Closed Won,Closed Won,270701,1.0,270701.0,USR000023,Partner,CMP000030,Closed,,47,False
OPP000060,ACC000359,Clearpath Health 19 - Lifecycle Redesign,2025-03-30,2025-07-15,Demo,Demo,52951,0.4,21180.4,USR000009,Event,CMP000003,Commit,Executive follow-up,35,False
OPP000886,ACC000244,Meridian Labs 79 - HubSpot-SFDC Integration,2026-04-15,2026-07-20,Demo,Demo,20436,0.4,8174.4,USR000010,Direct,CMP000028,Pipeline,Legal review,25,False
OPP000284,ACC000494,Northstar Markets 77 - Lifecycle Redesign,2025-02-21,2025-06-29,Demo,Demo,173140,0.4,69256.0,USR000010,Direct,CMP000012,Best Case,Schedule discovery,31,False
OPP001558,ACC000150,Northstar Solutions - RevOps Retainer,2025-03-29,2025-05-25,Prospecting,Prospecting,23217,0.1,2321.7,USR000019,Webinar,CMP000023,Commit,Schedule discovery,36,False
OPP000597,ACC000314,Apex Works 61 - Lead Routing,2025-09-10,2025-12-01,Proposal,Proposal,127820,0.6,76692.0,USR000014,Event,CMP000016,Best Case,Send proposal,35,False
OPP001640,ACC000548,Bright Health 59 - HubSpot-SFDC Integration,2025-12-09,2026-04-12,Discovery,Discovery,97600,0.25,24400.0,USR000007,Outbound,CMP000024,Best Case,Send proposal,41,False
OPP001076,ACC000314,Apex Works 61 - CRM Cleanup,2025-11-22,2026-02-25,Demo,Demo,80725,0.4,32290.0,USR000027,Paid Search,CMP000020,Pipeline,Send proposal,27,False
OPP000094,ACC000273,Summit Cloud - Lead Routing,2026-05-28,2026-10-24,Prospecting,Prospecting,56262,0.1,5626.2,USR000010,Referral,CMP000016,Best Case,Executive follow-up,28,False
OPP000268,ACC000298,Signal Networks - Lead Routing,2026-05-21,2026-10-19,Discovery,Discovery,136060,0.25,34015.0,USR000019,Direct,CMP000012,Commit,No next step logged,5,True
OPP000160,ACC000176,Pioneer Ops 94 - Lead Routing,2026-01-25,2026-07-04,Prospecting,Prospecting,41977,0.1,4197.7,USR000021,Partner,CMP000033,Pipeline,Schedule discovery,17,False
OPP000622,ACC000515,Catalyst Intelligence 41 - HubSpot-SFDC Integration,2025-09-03,2025-12-18,Proposal,Proposal,25381,0.6,15228.6,USR000018,Event,CMP000017,Commit,Executive follow-up,29,False
OPP000194,ACC000649,Atlas Data 82 - Lifecycle Redesign,2026-06-02,2026-09-01,Prospecting,Prospecting,55396,0.1,5539.6,USR000005,Organic Search,CMP000018,Pipeline,Executive follow-up,46,True
OPP001635,ACC000201,Clearpath Data 6 - Reporting Build,2026-03-11,2026-07-02,Closed Lost,Closed Lost,41389,0.0,0.0,USR000019,Webinar,CMP000031,Closed,,26,False
OPP001141,ACC000479,Evergreen Markets 75 - HubSpot-SFDC Integration,2025-08-06,2025-12-28,Negotiation,Negotiation,175606,0.75,131704.5,USR000007,Partner,CMP000011,Pipeline,No next step logged,46,True
OPP001423,ACC000146,Bright Markets 38 - HubSpot-SFDC Integration,2026-01-19,2026-06-08,Closed Lost,Closed Lost,149118,0.0,0.0,USR000007,Organic Search,CMP000015,Closed,,43,False
OPP000979,ACC000526,Signal Markets 44 - CRM Cleanup,2025-10-02,2026-01-04,Demo,Demo,132454,0.4,52981.6,USR000010,Direct,CMP000017,Pipeline,Executive follow-up,59,True
OPP000905,ACC000223,Clearpath Systems - HubSpot-SFDC Integration,2026-01-23,2026-03-14,Discovery,Discovery,102981,0.25,25745.25,USR000019,Content Download,CMP000013,Best Case,Send proposal,22,False
OPP000002,ACC000041,Keystone Solutions - Lifecycle Redesign,2025-09-22,2025-10-13,Demo,Demo,11171,0.4,4468.4,USR000023,Referral,CMP000003,Pipeline,Executive follow-up,22,False
OPP001353,ACC000181,Northstar Cloud - CRM Cleanup,2026-04-27,2026-09-12,Closed Won,Closed Won,75141,1.0,75141.0,USR000010,Direct,CMP000002,Closed,,59,False
OPP000008,ACC000110,Cobalt Dynamics 35 - CRM Cleanup,2025-04-28,2025-08-17,Proposal,Proposal,187387,0.6,112432.2,USR000022,Paid Search,CMP000034,Best Case,Schedule discovery,62,True
OPP001437,ACC000151,Cobalt Cloud 98 - HubSpot-SFDC Integration,2025-08-21,2026-02-11,Discovery,Discovery,89517,0.25,22379.25,USR000021,Paid Search,CMP000014,Best Case,Schedule discovery,21,False
OPP000465,ACC000293,Atlas Labs 13 - Reporting Build,2025-01-29,2025-05-01,Discovery,Discovery,53295,0.25,13323.75,USR000010,LinkedIn,CMP000025,Pipeline,No next step logged,52,True
OPP000186,ACC000479,Evergreen Markets 75 - Reporting Build,2025-07-29,2026-01-20,Proposal,Proposal,83879,0.6,50327.4,USR000023,Event,CMP000004,Pipeline,Technical scoping,29,False
OPP001351,ACC000382,Catalyst Works 16 - CRM Cleanup,2025-03-18,2025-07-29,Discovery,Discovery,294724,0.25,73681.0,USR000011,Webinar,,Pipeline,Send proposal,32,False
OPP001184,ACC000574,Northstar Solutions 73 - HubSpot-SFDC Integration,2025-01-04,2025-02-19,Closed Lost,Closed Lost,38701,0.0,0.0,USR000022,Referral,CMP000024,Closed,,59,False
OPP000331,ACC000275,Meridian Labs - HubSpot-SFDC Integration,2025-01-09,2025-03-12,Proposal,Proposal,14764,0.6,8858.4,USR000011,Direct,CMP000009,Best Case,Executive follow-up,17,False
OPP000964,ACC000181,Northstar Cloud - Lead Routing,2026-03-01,2026-07-20,Discovery,Discovery,83528,0.25,20882.0,USR000027,Paid Search,CMP000028,Commit,Technical scoping,38,False
OPP001551,ACC000011,Ironwood Analytics - RevOps Retainer,2025-04-04,2025-09-08,Discovery,Discovery,150322,0.25,37580.5,USR000010,Outbound,CMP000031,Pipeline,Schedule discovery,7,False
OPP000051,ACC000246,Apex Networks - RevOps Retainer,2026-02-10,2026-05-08,Discovery,Discovery,121519,0.25,30379.75,USR000007,Outbound,CMP000036,Commit,No next step logged,69,True
OPP001079,ACC000210,Northstar Software 45 - HubSpot-SFDC Integration,2025-06-05,2025-07-25,Prospecting,Prospecting,100565,0.1,10056.5,USR000014,Webinar,CMP000035,Best Case,Send proposal,36,False
OPP001408,ACC000151,Cobalt Cloud 98 - Lead Routing,2025-05-26,2025-09-23,Discovery,Discovery,276919,0.25,69229.75,USR000007,Event,CMP000015,Commit,Executive follow-up,36,False
OPP000309,ACC000063,Nova Analytics - Reporting Build,2026-06-08,2026-10-25,Demo,Demo,200104,0.4,80041.6,USR000009,Paid Search,CMP000028,Pipeline,Send proposal,16,False
OPP000276,ACC000637,Clearpath Health 91 - CRM Cleanup,2026-02-18,2026-04-25,Closed Lost,Closed Lost,5000,0.0,0.0,USR000005,Partner,CMP000025,Closed,,11,False
OPP001247,ACC000534,Clearpath Networks 80 - CRM Cleanup,2026-02-01,2026-04-23,Demo,Demo,10936,0.4,4374.4,USR000009,Partner,CMP000029,Pipeline,Technical scoping,15,False
OPP001109,ACC000310,Cobalt Labs 56 - CRM Cleanup,2025-05-31,2025-08-15,Prospecting,Prospecting,60300,0.1,6030.0,USR000009,Content Download,CMP000001,Pipeline,Technical scoping,24,False
OPP000832,ACC000528,Catalyst Data 39 - Lifecycle Redesign,2025-01-22,2025-07-15,Closed Won,Closed Won,82195,1.0,82195.0,USR000019,Content Download,CMP000005,Closed,,8,False
OPP001486,ACC000192,Nova Ops 75 - Lifecycle Redesign,2026-05-29,2026-08-09,Demo,Demo,19183,0.4,7673.2,USR000022,Organic Search,CMP000021,Best Case,Send proposal,46,True
OPP001185,ACC000029,Bright Labs - Lifecycle Redesign,2025-08-05,2025-11-19,Discovery,Discovery,42703,0.25,10675.75,USR000022,Event,CMP000030,Pipeline,No next step logged,28,True
OPP001596,ACC000518,Catalyst Dynamics 95 - Lifecycle Redesign,2025-07-11,2025-10-31,Discovery,Discovery,267798,0.25,66949.5,USR000007,Paid Search,CMP000008,Pipeline,Technical scoping,49,True
OPP000173,ACC000235,Signal Works 47 - Reporting Build,2025-12-22,2026-03-01,Prospecting,Prospecting,80344,0.1,8034.4,USR000005,Outbound,CMP000008,Pipeline,Legal review,24,False
OPP001606,ACC000495,Atlas Systems 51 - Lead Routing,2025-02-27,2025-07-24,Discovery,Discovery,43849,0.25,10962.25,USR000027,Direct,CMP000004,Commit,Technical scoping,95,True
OPP000345,ACC000207,Meridian Works - Lifecycle Redesign,2026-04-06,2026-08-31,Discovery,Discovery,181057,0.25,45264.25,USR000007,Organic Search,CMP000002,Pipeline,Legal review,13,False
OPP001221,ACC000613,Signal Group 54 - Lead Routing,2025-01-31,2025-04-09,Discovery,Discovery,35091,0.25,8772.75,USR000009,Direct,CMP000035,Commit,Legal review,32,False
OPP000292,ACC000576,Cobalt Labs 91 - RevOps Retainer,2025-08-12,2025-11-14,Closed Lost,Closed Lost,85519,0.0,0.0,USR000022,Event,CMP000031,Closed,,27,False
OPP000266,ACC000646,Summit Data 97 - Reporting Build,2026-05-10,2026-07-06,Closed Won,Closed Won,37586,1.0,37586.0,USR000027,Referral,CMP000019,Closed,,29,False
OPP000645,ACC000307,Nova Data - RevOps Retainer,2025-06-05,2025-08-23,Closed Lost,Closed Lost,58278,0.0,0.0,USR000005,Referral,CMP000024,Closed,,72,False
OPP000696,ACC000435,BluePeak Cloud 83 - RevOps Retainer,2026-02-23,2026-05-03,Negotiation,Negotiation,14386,0.75,10789.5,USR000009,Organic Search,,Pipeline,Schedule discovery,30,False
OPP001026,ACC000284,Evergreen Group 71 - Lead Routing,2026-01-25,2026-02-21,Prospecting,Prospecting,11802,0.1,1180.2,USR000010,Partner,CMP000014,Commit,Legal review,20,False
OPP001070,ACC000608,Cobalt Markets 86 - RevOps Retainer,2025-02-26,2025-04-11,Negotiation,Negotiation,10775,0.75,8081.25,USR000022,Direct,CMP000030,Best Case,Executive follow-up,35,False
OPP000782,ACC000434,Bright Dynamics 68 - CRM Cleanup,2026-01-12,2026-03-01,Proposal,Proposal,24906,0.6,14943.6,USR000014,Referral,CMP000018,Commit,Executive follow-up,44,False
OPP000218,ACC000098,Summit Networks 26 - HubSpot-SFDC Integration,2026-05-10,2026-08-11,Closed Won,Closed Won,104967,1.0,104967.0,USR000011,Paid Search,CMP000024,Closed,,21,False
OPP000641,ACC000426,Evergreen Ops 30 - CRM Cleanup,2026-05-05,2026-08-06,Demo,Demo,181155,0.4,72462.0,USR000027,Webinar,CMP000026,Commit,No next step logged,30,True
OPP000061,ACC000649,Atlas Data 82 - Lifecycle Redesign,2025-04-06,2025-07-16,Prospecting,Prospecting,32192,0.1,3219.2,USR000014,Event,CMP000013,Best Case,Schedule discovery,21,False
OPP001422,ACC000485,Nimbus Platform 85 - HubSpot-SFDC Integration,2025-02-28,2025-05-10,Closed Lost,Closed Lost,33847,0.0,0.0,USR000014,Partner,CMP000027,Closed,,29,False
OPP000729,ACC000040,Nimbus Markets - Lead Routing,2025-08-16,2026-01-24,Closed Lost,Closed Lost,61778,0.0,0.0,USR000007,Referral,CMP000024,Closed,,81,False
OPP001630,ACC000433,Catalyst Ops - RevOps Retainer,2025-10-03,2026-02-17,Negotiation,Negotiation,215973,0.75,161979.75,USR000005,Partner,CMP000008,Pipeline,Legal review,81,True
OPP000088,ACC000076,Nova Platform - HubSpot-SFDC Integration,2025-05-29,2025-08-15,Demo,Demo,29286,0.4,11714.4,USR000005,LinkedIn,CMP000028,Pipeline,Send proposal,31,False
OPP000202,ACC000292,Apex Networks 54 - HubSpot-SFDC Integration,2025-09-09,2026-01-14,Proposal,Proposal,176996,0.6,106197.6,USR000011,LinkedIn,CMP000034,Commit,Technical scoping,32,False
OPP000555,ACC000649,Atlas Data 82 - Lead Routing,2025-06-01,2025-09-21,Negotiation,Negotiation,130773,0.75,98079.75,USR000014,Event,CMP000026,Pipeline,Technical scoping,15,False
OPP001571,ACC000448,Atlas Markets 54 - Lead Routing,2025-11-04,2026-01-06,Discovery,Discovery,29995,0.25,7498.75,USR000018,LinkedIn,CMP000007,Best Case,Legal review,11,False
OPP000605,ACC000053,Nimbus Labs 15 - RevOps Retainer,2026-03-28,2026-07-18,Closed Lost,Closed Lost,15737,0.0,0.0,USR000007,Content Download,CMP000003,Closed,,22,False
OPP000215,ACC000532,Northstar Health - Reporting Build,2026-03-05,2026-07-20,Discovery,Discovery,117241,0.25,29310.25,USR000019,Organic Search,CMP000018,Pipeline,Send proposal,23,False
OPP000395,ACC000463,Catalyst Health 65 - RevOps Retainer,2025-08-08,2025-12-28,Discovery,Discovery,133674,0.25,33418.5,USR000014,LinkedIn,CMP000032,Commit,Executive follow-up,47,True
OPP000566,ACC000476,Northstar Data 7 - RevOps Retainer,2025-05-31,2025-08-20,Negotiation,Negotiation,10344,0.75,7758.0,USR000022,Referral,CMP000022,Commit,Executive follow-up,21,False
OPP001159,ACC000251,Vertex Dynamics 65 - Lifecycle Redesign,2025-12-10,2026-04-16,Demo,Demo,116042,0.4,46416.8,USR000021,LinkedIn,CMP000030,Pipeline,Executive follow-up,32,False
OPP000750,ACC000601,Summit Markets 88 - RevOps Retainer,2025-09-18,2025-11-17,Prospecting,Prospecting,66655,0.1,6665.5,USR000023,LinkedIn,CMP000020,Pipeline,Send proposal,21,False
OPP000188,ACC000207,Meridian Works - RevOps Retainer,2025-03-18,2025-06-19,Prospecting,Prospecting,181758,0.1,18175.8,USR000007,Direct,CMP000032,Best Case,Schedule discovery,16,False
OPP001288,ACC000089,Ironwood Data - HubSpot-SFDC Integration,2025-07-21,2025-10-13,Prospecting,Prospecting,29373,0.1,2937.3,USR000011,Webinar,CMP000021,Commit,Schedule discovery,15,False
OPP000850,ACC000518,Catalyst Dynamics 95 - Lifecycle Redesign,2025-08-16,2025-10-30,Closed Lost,Closed Lost,52216,0.0,0.0,USR000007,Referral,CMP000033,Closed,,11,False
OPP001338,ACC000059,Signal Ops - HubSpot-SFDC Integration,2026-06-09,2026-08-07,Prospecting,Prospecting,30018,0.1,3001.8,USR000021,Partner,,Best Case,Send proposal,50,True
OPP001629,ACC000033,Signal Group - Reporting Build,2025-12-23,2026-04-28,Demo,Demo,262797,0.4,105118.8,USR000018,Paid Search,CMP000013,Commit,Legal review,54,True
OPP000257,ACC000535,Ironwood Health 54 - Reporting Build,2025-09-12,2026-03-05,Discovery,Discovery,59981,0.25,14995.25,USR000014,Organic Search,CMP000002,Pipeline,No next step logged,13,True
OPP001620,ACC000324,Atlas Cloud - RevOps Retainer,2026-05-14,2026-10-12,Demo,Demo,44988,0.4,17995.2,USR000011,Event,CMP000023,Pipeline,Send proposal,18,False
OPP000370,ACC000637,Clearpath Health 91 - CRM Cleanup,2025-07-23,2025-08-29,Demo,Demo,12377,0.4,4950.8,USR000011,Direct,CMP000024,Commit,Send proposal,31,False
OPP001218,ACC000223,Clearpath Systems - HubSpot-SFDC Integration,2026-03-23,2026-07-28,Negotiation,Negotiation,12879,0.75,9659.25,USR000014,Outbound,CMP000016,Best Case,Send proposal,22,False
OPP000901,ACC000137,Northstar Works 5 - HubSpot-SFDC Integration,2025-08-15,2025-11-24,Prospecting,Prospecting,54399,0.1,5439.9,USR000009,Referral,CMP000030,Commit,Send proposal,34,False
OPP001006,ACC000065,Keystone Software 93 - Reporting Build,2026-03-27,2026-05-05,Prospecting,Prospecting,42411,0.1,4241.1,USR000007,Event,CMP000015,Pipeline,Executive follow-up,28,False
OPP000772,ACC000055,Signal Solutions - RevOps Retainer,2025-07-09,2025-09-18,Demo,Demo,14492,0.4,5796.8,USR000022,Webinar,CMP000024,Pipeline,Legal review,80,True
OPP000378,ACC000350,Keystone Networks 89 - Lifecycle Redesign,2026-05-08,2026-06-22,Closed Lost,Closed Lost,105940,0.0,0.0,USR000019,Webinar,CMP000021,Closed,,38,False
OPP001498,ACC000623,Meridian Platform 77 - Reporting Build,2025-04-27,2025-07-19,Closed Won,Closed Won,33598,1.0,33598.0,USR000027,LinkedIn,CMP000030,Closed,,42,False
OPP000176,ACC000597,Meridian Platform 48 - RevOps Retainer,2026-03-28,2026-04-26,Closed Won,Closed Won,11622,1.0,11622.0,USR000005,Outbound,CMP000010,Closed,,28,False
OPP001405,ACC000504,Catalyst Markets - Lifecycle Redesign,2026-05-20,2026-10-14,Proposal,Proposal,650000,0.6,390000.0,USR000005,Outbound,CMP000009,Pipeline,Executive follow-up,24,False
OPP001243,ACC000057,Nova Group - RevOps Retainer,2025-04-22,2025-05-29,Discovery,Discovery,35395,0.25,8848.75,USR000019,Outbound,CMP000002,Commit,No next step logged,52,True
OPP000755,ACC000343,Bright Systems 91 - HubSpot-SFDC Integration,2025-10-15,2026-01-21,Discovery,Discovery,51498,0.25,12874.5,USR000018,Paid Search,CMP000026,Best Case,Legal review,22,False
OPP000741,ACC000439,Signal Data 41 - Lifecycle Redesign,2025-01-20,2025-06-21,Discovery,Discovery,95049,0.25,23762.25,USR000009,Direct,CMP000034,Commit,No next step logged,23,True
OPP001524,ACC000250,Atlas Networks - CRM Cleanup,2025-04-12,2025-06-17,Demo,Demo,59213,0.4,23685.2,USR000019,Webinar,CMP000026,Best Case,Schedule discovery,38,False
OPP000241,ACC000224,Summit Works 32 - RevOps Retainer,2025-09-05,2025-09-20,Discovery,Discovery,51889,0.25,12972.25,USR000018,Event,CMP000027,Pipeline,Technical scoping,18,False
OPP001371,ACC000616,Pioneer Platform 96 - RevOps Retainer,2025-10-16,2026-03-17,Discovery,Discovery,210326,0.25,52581.5,USR000009,Event,,Pipeline,Legal review,20,False
OPP000290,ACC000118,Meridian Labs 60 - CRM Cleanup,2026-06-07,2026-09-18,Proposal,Proposal,295497,0.6,177298.2,USR000007,Referral,CMP000002,Pipeline,Schedule discovery,21,False
OPP000221,ACC000387,Apex Dynamics - Reporting Build,2026-04-24,2026-09-30,Proposal,Proposal,55003,0.6,33001.8,USR000018,Event,CMP000036,Commit,Send proposal,27,False
OPP000034,ACC000425,Apex Dynamics 7 - Lead Routing,2025-03-17,2025-04-26,Demo,Demo,7512,0.4,3004.8,USR000014,Outbound,CMP000025,Pipeline,No next step logged,31,True
OPP000113,ACC000326,Clearpath Intelligence 13 - HubSpot-SFDC Integration,2026-02-25,2026-05-11,Proposal,Proposal,59699,0.6,35819.4,USR000027,Partner,CMP000015,Best Case,Executive follow-up,34,False
OPP000483,ACC000555,Keystone Systems 68 - RevOps Retainer,2026-03-14,2026-04-26,Demo,Demo,37778,0.4,15111.2,USR000010,Content Download,CMP000016,Commit,Schedule discovery,19,False
OPP001086,ACC000141,Nimbus Data - RevOps Retainer,2025-08-03,2025-12-19,Discovery,Discovery,132428,0.25,33107.0,USR000010,Outbound,CMP000032,Commit,Legal review,46,True
OPP001275,ACC000221,Catalyst Systems - RevOps Retainer,2025-10-08,2025-12-10,Closed Lost,Closed Lost,31778,0.0,0.0,USR000021,Content Download,CMP000035,Closed,,26,False
OPP000344,ACC000489,Nimbus Ops 79 - HubSpot-SFDC Integration,2026-06-07,2026-07-30,Proposal,Proposal,35620,0.6,21372.0,USR000022,Event,CMP000033,Best Case,Executive follow-up,27,False
OPP000027,ACC000525,BluePeak Software 47 - HubSpot-SFDC Integration,2025-04-06,2025-07-04,Closed Lost,Closed Lost,24606,0.0,0.0,USR000019,Direct,CMP000019,Closed,,31,False
OPP001451,ACC000090,Cobalt Solutions - CRM Cleanup,2026-02-14,2026-05-10,Closed Won,Closed Won,27877,1.0,27877.0,USR000023,Organic Search,CMP000021,Closed,,46,False
OPP000224,ACC000650,Cobalt Analytics 22 - CRM Cleanup,2025-09-08,2026-02-06,Discovery,Discovery,214134,0.25,53533.5,USR000011,Partner,CMP000035,Best Case,Technical scoping,30,False
OPP000324,ACC000452,Apex Solutions 9 - Reporting Build,2026-01-09,2026-04-01,Prospecting,Prospecting,48602,0.1,4860.2,USR000014,LinkedIn,CMP000034,Commit,Technical scoping,15,False
OPP000383,ACC000194,Keystone Platform 69 - Reporting Build,2026-04-09,2026-05-05,Proposal,Proposal,30864,0.6,18518.4,USR000010,Partner,CMP000023,Commit,Legal review,31,False
OPP000758,ACC000022,Summit Dynamics - Lead Routing,2025-11-21,2026-03-21,Negotiation,Negotiation,267355,0.75,200516.25,USR000027,Direct,CMP000017,Commit,Legal review,35,False
OPP001047,ACC000243,Clearpath Labs - Lead Routing,2026-01-30,2026-05-22,Proposal,Proposal,5000,0.6,3000.0,USR000014,Referral,CMP000025,Pipeline,Technical scoping,33,False
OPP000066,ACC000327,Cobalt Software 99 - Lifecycle Redesign,2026-05-01,2026-08-25,Closed Lost,Closed Lost,128359,0.0,0.0,USR000011,Content Download,CMP000030,Closed,,23,False
OPP001112,ACC000007,BluePeak Health - Reporting Build,2025-02-21,2025-04-09,Prospecting,Prospecting,14948,0.1,1494.8,USR000022,Organic Search,CMP000030,Commit,Send proposal,10,False
OPP000102,ACC000399,Nova Cloud 74 - Lead Routing,2026-03-18,2026-05-08,Demo,Demo,54209,0.4,21683.6,USR000010,LinkedIn,CMP000020,Commit,Send proposal,52,True
OPP000146,ACC000440,Northstar Works - Reporting Build,2026-05-19,2026-07-27,Demo,Demo,13961,0.4,5584.4,USR000022,Paid Search,CMP000010,Commit,Send proposal,69,True
OPP001256,ACC000086,Atlas Health - Reporting Build,2025-08-15,2025-09-28,Negotiation,Negotiation,53005,0.75,39753.75,USR000011,Webinar,CMP000028,Best Case,Send proposal,64,True
OPP000596,ACC000193,Nova Networks 81 - Lifecycle Redesign,2026-05-09,2026-10-19,Closed Won,Closed Won,115625,1.0,115625.0,USR000011,Webinar,CMP000017,Closed,,21,False
OPP001294,ACC000593,Clearpath Networks 24 - RevOps Retainer,2025-12-14,2026-03-22,Closed Won,Closed Won,18444,1.0,18444.0,USR000022,Direct,CMP000024,Closed,,14,False
OPP000044,ACC000557,Vertex Labs - Lifecycle Redesign,2026-05-13,2026-09-19,Prospecting,Prospecting,40537,0.1,4053.7,USR000022,Outbound,CMP000004,Best Case,Technical scoping,17,False
OPP000185,ACC000360,Clearpath Group 57 - HubSpot-SFDC Integration,2025-09-06,2026-02-26,Closed Lost,Closed Lost,87031,0.0,0.0,USR000022,Referral,CMP000009,Closed,,25,False
OPP000883,ACC000504,Catalyst Markets - HubSpot-SFDC Integration,2025-11-16,2026-02-25,Prospecting,Prospecting,81184,0.1,8118.4,USR000018,Outbound,CMP000029,Pipeline,Schedule discovery,121,True
OPP000533,ACC000295,Apex Works 74 - Reporting Build,2025-03-04,2025-06-15,Closed Won,Closed Won,63936,1.0,63936.0,USR000011,LinkedIn,CMP000011,Closed,,48,False
OPP001323,ACC000272,Cobalt Platform 66 - Lead Routing,2026-02-04,2026-08-20,Demo,Demo,266019,0.4,106407.6,USR000014,Referral,CMP000034,Pipeline,Legal review,34,False
OPP000137,ACC000215,Atlas Markets 26 - RevOps Retainer,2025-08-20,2025-11-14,Negotiation,Negotiation,76847,0.75,57635.25,USR000019,Partner,CMP000036,Commit,No next step logged,4,True
OPP000665,ACC000085,Signal Analytics - Reporting Build,2025-10-02,2025-12-17,Prospecting,Prospecting,95709,0.1,9570.9,USR000009,Organic Search,CMP000027,Commit,Schedule discovery,52,True
OPP001196,ACC000166,BluePeak Health 97 - HubSpot-SFDC Integration,2025-01-05,2025-01-31,Closed Won,Closed Won,17251,1.0,17251.0,USR000018,Referral,CMP000036,Closed,,6,False
OPP000771,ACC000379,Evergreen Networks 48 - Reporting Build,2025-03-18,2025-06-10,Demo,Demo,113959,0.4,45583.6,USR000014,Partner,CMP000028,Commit,No next step logged,29,True
OPP001507,ACC000481,Bright Ops 12 - HubSpot-SFDC Integration,2025-01-16,2025-06-27,Closed Lost,Closed Lost,229397,0.0,0.0,USR000009,LinkedIn,CMP000026,Closed,,46,False
OPP001273,ACC000585,Atlas Cloud 74 - HubSpot-SFDC Integration,2025-03-24,2025-07-11,Proposal,Proposal,51110,0.6,30666.0,USR000018,Paid Search,CMP000013,Pipeline,Legal review,55,True
OPP000515,ACC000307,Nova Data - HubSpot-SFDC Integration,2026-02-11,2026-04-09,Prospecting,Prospecting,55950,0.1,5595.0,USR000009,Content Download,CMP000018,Commit,Legal review,67,True
OPP001538,ACC000012,Ironwood Networks - Lifecycle Redesign,2025-03-22,2025-05-26,Closed Won,Closed Won,20419,1.0,20419.0,USR000014,Partner,CMP000004,Closed,,49,False
OPP000619,ACC000025,Evergreen Systems - CRM Cleanup,2025-12-04,2026-03-15,Closed Won,Closed Won,157480,1.0,157480.0,USR000014,Organic Search,CMP000009,Closed,,35,False
OPP000105,ACC000324,Atlas Cloud - RevOps Retainer,2025-01-22,2025-05-16,Prospecting,Prospecting,109072,0.1,10907.2,USR000009,Referral,CMP000016,Pipeline,Send proposal,8,False
OPP000042,ACC000362,Atlas Markets - Lifecycle Redesign,2025-08-09,2025-09-20,Closed Won,Closed Won,62093,1.0,62093.0,USR000011,Paid Search,CMP000030,Closed,,14,False
OPP000844,ACC000050,Clearpath Intelligence - RevOps Retainer,2026-05-03,2026-06-19,Negotiation,Negotiation,49624,0.75,37218.0,USR000021,Event,CMP000014,Commit,Technical scoping,30,False
OPP001518,ACC000535,Ironwood Health 54 - Lead Routing,2025-06-02,2025-09-10,Proposal,Proposal,40694,0.6,24416.4,USR000005,Content Download,CMP000016,Commit,Legal review,40,False
OPP001512,ACC000580,Evergreen Analytics 41 - Lifecycle Redesign,2026-01-03,2026-07-05,Demo,Demo,57981,0.4,23192.4,USR000018,Paid Search,CMP000002,Commit,Legal review,54,True
OPP000227,ACC000413,Cobalt Systems - CRM Cleanup,2026-04-27,2026-07-06,Closed Lost,Closed Lost,106185,0.0,0.0,USR000005,LinkedIn,CMP000025,Closed,,5,False
OPP000282,ACC000500,Summit Markets 10 - Lead Routing,2025-12-05,2026-03-26,Discovery,Discovery,229979,0.25,57494.75,USR000021,Organic Search,CMP000029,Best Case,Legal review,40,False
OPP000895,ACC000110,Cobalt Dynamics 35 - HubSpot-SFDC Integration,2026-05-17,2026-09-26,Prospecting,Prospecting,303528,0.1,30352.8,USR000019,Content Download,CMP000026,Pipeline,No next step logged,43,True
OPP000747,ACC000525,BluePeak Software 47 - Lead Routing,2025-04-29,2025-05-22,Closed Lost,Closed Lost,5000,0.0,0.0,USR000011,Paid Search,CMP000030,Closed,,7,False
OPP001299,ACC000635,Nimbus Markets 25 - Lifecycle Redesign,2026-01-31,2026-05-30,Prospecting,Prospecting,163233,0.1,16323.3,USR000018,Paid Search,CMP000004,Best Case,Executive follow-up,56,True
