account_id,account_name,domain,industry,segment,region,employee_count,annual_revenue_est,account_owner_id,created_date,is_pe_backed,crm_health_score
ACC000435,BluePeak Cloud 83,bluepeakcloud83.co,Healthcare Tech,Mid-Market,Northeast,566,70354658,USR000022,2023-06-20,True,69
ACC000436,Vertex Dynamics 39,vertexdynamics39.ai,Ecommerce,Enterprise,Southeast,2065,436213317,USR000027,2025-02-28,False,53
ACC000437,Clearpath Solutions 31,clearpathsolutions.com,HR Tech,SMB,Mountain,285,30715987,USR000022,2024-10-28,False,68
ACC000438,Summit Networks 59,summitnetworks59.co,Ecommerce,Mid-Market,Southeast,81,15010640,USR000007,2024-02-08,False,98
ACC000439,Signal Data 41,signaldata41.co,Cybersecurity,Enterprise,West,2111,303072415,USR000007,2023-10-01,False,80
ACC000440,Northstar Works,northstarworks.net,SaaS,SMB,Mountain,32,6946904,USR000014,2025-12-17,False,94
ACC000441,Catalyst Intelligence 52,catalystintelligen.net,SaaS,Enterprise,International,1284,299747249,USR000011,2023-12-20,False,82
ACC000442,Apex Platform 59,apexplatform59.net,Manufacturing Tech,SMB,Mountain,227,39611204,USR000007,2024-10-22,False,64
ACC000443,Vertex Health 3,vertexhealth3.com,HR Tech,Mid-Market,Mountain,246,55132079,USR000010,2023-11-23,False,53
ACC000444,Cobalt Solutions 11,cobaltsolutions11.com,Healthcare Tech,SMB,Mountain,129,28809971,USR000023,2025-01-23,True,79
ACC000445,Clearpath Cloud,clearpathcloud.com,Ecommerce,Mid-Market,West,298,65039850,USR000005,2025-07-12,False,57
ACC000446,Northstar Ops 94,northstarops94.co,Logistics Tech,SMB,West,130,20670046,USR000018,2023-02-09,True,66
ACC000447,Pioneer Software 25,pioneersoftware25.ai,Cybersecurity,Mid-Market,Southeast,281,60054808,USR000009,2023-10-17,False,88
ACC000448,Atlas Markets 54,atlasmarkets54.net,Logistics Tech,Mid-Market,West,294,28116885,USR000007,2023-09-11,False,48
ACC000449,Vertex Ops 27,vertexops27.net,HR Tech,Mid-Market,International,282,40700055,USR000021,2024-11-10,True,73
ACC000450,Apex Platform,apexplatform.ai,Logistics Tech,SMB,Northeast,51,4601274,USR000019,2025-04-23,True,61
ACC000451,Pioneer Group,pioneergroup.co,Cybersecurity,Mid-Market,Mountain,582,89275528,USR000005,2023-11-02,False,78
ACC000452,Apex Solutions 9,apexsolutions9.co,Manufacturing Tech,Enterprise,Central,1249,135895535,USR000022,2024-05-10,False,59
ACC000453,Catalyst Solutions 70,catalystsolutions7.com,HR Tech,Enterprise,Northeast,4459,843429383,USR000018,2025-07-26,False,47
ACC000454,Northstar Dynamics 77,northstardynamics7.ai,Ecommerce,SMB,Northeast,113,26310159,USR000005,2023-01-10,False,91
ACC000455,Signal Markets 71,signalmarkets71.ai,FinTech,SMB,Southeast,97,10620646,USR000005,2025-05-18,True,78
ACC000456,Catalyst Dynamics 4,catalystdynamics4.net,Logistics Tech,Mid-Market,West,113,25983076,USR000014,2026-01-16,True,74
ACC000457,Signal Cloud,signalcloud.ai,FinTech,SMB,Central,71,6718636,USR000005,2024-11-11,True,85
ACC000458,Apex Cloud,apexcloud.net,FinTech,SMB,West,114,22692670,USR000021,2023-06-24,False,82
ACC000459,Pioneer Platform 77,pioneerplatform77.com,Ecommerce,Mid-Market,Central,364,60424326,USR000014,2025-05-13,False,44
ACC000460,Vertex Networks,vertexnetworks.co,Logistics Tech,SMB,International,87,10896402,USR000014,2025-07-13,False,78
ACC000461,Northstar Intelligence,northstarintellige.io,FinTech,Mid-Market,Southeast,1097,240677489,USR000011,2024-06-08,False,72
ACC000462,Northstar Systems 91,northstarsystems91.net,EdTech,Mid-Market,Northeast,447,85633069,USR000005,2024-03-03,True,75
ACC000463,Catalyst Health 65,catalysthealth65.io,Ecommerce,Enterprise,International,3579,456573691,USR000007,2024-01-10,False,80
ACC000464,Catalyst Intelligence,catalystintelligen.ai,FinTech,Enterprise,International,1630,280895943,USR000007,2026-02-23,False,74
ACC000465,Apex Solutions 28,apexsolutions28.io,Healthcare Tech,SMB,Central,130,20095534,USR000011,2025-04-25,False,70
ACC000466,Keystone Networks 54,keystonenetworks54.co,EdTech,SMB,Central,62,8681202,USR000021,2024-12-26,False,68
ACC000467,Ironwood Dynamics 22,ironwooddynamics22.co,Healthcare Tech,SMB,West,121,22537479,USR000011,2024-01-26,False,69
ACC000468,Nimbus Health 11,nimbushealth11.ai,FinTech,SMB,Southeast,207,21777628,USR000009,2025-11-18,True,65
ACC000469,Nova Markets 92,novamarkets92.com,EdTech,Enterprise,International,2496,263248638,USR000009,2024-11-11,False,71
ACC000470,Bright Health 44,brighthealth44.io,HR Tech,Mid-Market,Southeast,146,21847711,USR000027,2025-10-15,False,58
ACC000471,Evergreen Solutions,evergreensolutions.ai,Cybersecurity,Mid-Market,Mountain,606,104499209,USR000007,2023-06-15,False,91
ACC000472,Evergreen Markets 21,evergreenmarkets21.com,Ecommerce,Mid-Market,West,385,39966868,USR000018,2026-02-05,False,74
ACC000473,Ironwood Software 14,ironwoodsoftware14.com,HR Tech,SMB,Mountain,277,54172570,USR000023,2026-03-03,True,82
ACC000474,Atlas Analytics,atlasanalytics.co,Healthcare Tech,Mid-Market,Central,632,86543620,USR000018,2023-04-10,True,93
ACC000475,Nimbus Analytics 84,nimbusanalytics84.net,EdTech,SMB,Mountain,294,35857048,USR000014,2025-08-04,False,58
ACC000476,Northstar Data 7,northstardata7.ai,Logistics Tech,SMB,Southeast,224,43011759,USR000011,2023-10-11,False,82
ACC000477,Catalyst Solutions,catalystsolutions.net,SaaS,SMB,Mountain,93,21478138,USR000027,2026-01-01,False,82
ACC000478,Pioneer Ops 98,pioneerops98.net,HR Tech,SMB,Northeast,55,11124170,USR000005,2026-02-24,False,70
ACC000479,Evergreen Markets 75,evergreenmarkets75.io,Logistics Tech,Enterprise,Central,2058,320549443,USR000007,2025-07-03,False,90
ACC000480,BluePeak Cloud 17,bluepeakcloud17.co,FinTech,Mid-Market,Mountain,198,39027365,USR000010,2023-02-08,True,81
ACC000481,Bright Ops 12,brightops12.co,HR Tech,Enterprise,International,1298,169545992,USR000009,2025-08-01,False,62
ACC000482,Cobalt Analytics 51,cobaltanalytics51.net,EdTech,SMB,Northeast,41,7362138,USR000014,2023-12-04,False,66
ACC000483,Apex Ops 16,apexops16.co,FinTech,SMB,Mountain,77,12629936,USR000022,2023-11-15,False,84
ACC000484,Summit Health,summithealth.net,Healthcare Tech,SMB,Central,196,39334771,USR000021,2024-11-21,False,81
ACC000485,Nimbus Platform 85,nimbusplatform85.co,Logistics Tech,Mid-Market,West,560,78422970,USR000009,2025-03-06,False,63
ACC000486,Vertex Platform 6,vertexplatform6.co,Ecommerce,Enterprise,International,3462,642869648,USR000010,2025-01-11,False,68
ACC000487,Bright Markets,brightmarkets.ai,Ecommerce,Mid-Market,West,542,53983715,USR000014,2023-03-04,True,74
ACC000488,Nimbus Markets 91,nimbusmarkets91.com,HR Tech,Mid-Market,Mountain,275,45007698,USR000011,2025-09-14,True,72
ACC000489,Nimbus Ops 79,nimbusops79.com,HR Tech,Mid-Market,Southeast,1055,136132441,USR000010,2025-11-27,True,57
ACC000490,BluePeak Intelligence 9,bluepeakintelligen.net,FinTech,Mid-Market,West,646,138226695,USR000011,2025-03-13,False,85
ACC000491,Vertex Systems 24,vertexsystems24.io,HR Tech,SMB,West,85,14705597,USR000010,2023-10-04,False,82
ACC000492,Bright Data,brightdata.com,Ecommerce,SMB,International,95,11628856,USR000010,2024-07-20,False,73
ACC000493,Clearpath Platform 83,clearpathplatform8.com,SaaS,SMB,Mountain,94,21729803,USR000014,2023-04-07,True,40
ACC000494,Northstar Markets 77,northstarmarkets77.net,Ecommerce,Enterprise,Central,2367,495112124,USR000009,2023-03-28,False,41
ACC000495,Atlas Systems 51,atlassystems51.com,FinTech,Enterprise,Northeast,1612,292710205,USR000010,2024-10-14,False,94
ACC000496,Signal Solutions 85,signalsolutions85.co,Manufacturing Tech,SMB,West,19,3820784,USR000023,2024-08-19,False,66
ACC000497,Vertex Networks 78,vertexnetworks78.com,HR Tech,Mid-Market,Central,203,20814229,USR000022,2024-12-21,False,72
ACC000498,Keystone Platform 46,keystoneplatform46.co,Cybersecurity,Mid-Market,Mountain,746,80390642,USR000019,2025-10-31,True,97
ACC000499,Summit Systems 67,summitsystems67.ai,Manufacturing Tech,SMB,International,42,5163189,USR000022,2024-02-16,False,64
ACC000500,Summit Markets 10,summitmarkets10.ai,Cybersecurity,Enterprise,International,4554,1005160078,USR000014,2023-07-14,False,64
ACC000501,Nimbus Solutions,nimbussolutions.ai,HR Tech,Mid-Market,Mountain,403,61172866,USR000021,2025-01-27,False,53
ACC000502,Meridian Group 89,meridiangroup89.io,SaaS,SMB,International,96,15778134,USR000019,2025-07-13,False,76
ACC000503,Keystone Platform 51,keystoneplatform51.com,HR Tech,Enterprise,Central,1141,233585686,USR000027,2025-10-27,False,72
ACC000504,Catalyst Markets,catalystmarkets.ai,Manufacturing Tech,Enterprise,Central,2685,586931160,USR000009,2023-09-08,False,90
ACC000505,Atlas Health 62,atlashealth62.io,Cybersecurity,Mid-Market,International,902,115447753,USR000021,2023-01-25,False,85
ACC000506,Cobalt Dynamics 47,cobaltdynamics47.io,Cybersecurity,Mid-Market,Southeast,356,78720714,USR000014,2024-02-29,False,94
ACC000507,Atlas Data 17,atlasdata17.co,SaaS,SMB,International,78,9166273,USR000022,2025-08-19,False,92
ACC000508,Signal Health 89,signalhealth89.co,Manufacturing Tech,Mid-Market,Central,395,73930623,USR000018,2024-10-19,False,69
ACC000509,Vertex Software 45,vertexsoftware45.co,Logistics Tech,SMB,Mountain,143,33635011,USR000014,2025-01-01,False,40
ACC000510,Ironwood Group 82,ironwoodgroup82.io,Ecommerce,Enterprise,International,3079,733980219,USR000005,2024-06-15,False,31
ACC000511,Apex Data,apexdata.ai,HR Tech,Mid-Market,Mountain,222,31652333,USR000022,2023-02-09,True,62
ACC000512,Cobalt Cloud 80,cobaltcloud80.co,EdTech,SMB,Southeast,237,44676733,USR000018,2024-09-10,False,68
ACC000513,Ironwood Platform,ironwoodplatform.com,SaaS,SMB,Northeast,107,15620520,USR000010,2024-11-01,False,76
ACC000514,Pioneer Systems,pioneersystems.ai,Manufacturing Tech,Mid-Market,Mountain,269,55138882,USR000005,2023-09-07,False,73
ACC000515,Catalyst Intelligence 41,catalystintelligen.io,Healthcare Tech,Mid-Market,Southeast,842,171578787,USR000021,2024-04-29,True,56
ACC000516,Cobalt Labs 40,cobaltlabs40.ai,Logistics Tech,Mid-Market,International,960,136362623,USR000021,2025-07-13,True,56
ACC000517,Keystone Cloud 45,keystonecloud45.co,Ecommerce,SMB,Mountain,44,9070397,USR000009,2024-05-04,False,98
ACC000518,Catalyst Dynamics 95,catalystdynamics95.io,HR Tech,Mid-Market,International,383,75627014,USR000005,2023-02-23,False,54
ACC000519,Summit Intelligence 93,summitintelligence.com,EdTech,Mid-Market,International,499,109394300,USR000011,2025-01-03,False,54
ACC000520,Evergreen Labs,evergreenlabs.net,SaaS,Mid-Market,International,244,52039012,USR000007,2024-10-19,False,93
ACC000521,Summit Ops 58,summitops58.co,Healthcare Tech,Mid-Market,Northeast,989,183473600,USR000011,2023-03-02,True,98
ACC000522,Signal Systems 40,signalsystems40.co,Healthcare Tech,SMB,International,125,15350917,USR000021,2025-05-17,False,58
ACC000523,Nimbus Cloud,nimbuscloud.co,Healthcare Tech,SMB,Northeast,126,20062783,USR000027,2025-06-05,True,79
ACC000524,Summit Works,summitworks.com,Healthcare Tech,SMB,Southeast,53,8207152,USR000010,2025-02-07,False,92
ACC000525,BluePeak Software 47,bluepeaksoftware47.co,Cybersecurity,SMB,Mountain,150,32047355,USR000005,2025-04-07,True,69
ACC000526,Signal Markets 44,signalmarkets44.io,SaaS,Mid-Market,West,586,130805588,USR000023,2024-03-30,False,67
ACC000527,Ironwood Cloud 13,ironwoodcloud13.net,Healthcare Tech,Enterprise,International,1543,272347770,USR000027,2024-11-18,False,81
ACC000528,Catalyst Data 39,catalystdata39.ai,Logistics Tech,Enterprise,West,6000,813627245,USR000007,2025-02-19,True,55
ACC000529,Atlas Intelligence 88,atlasintelligence8.ai,EdTech,SMB,International,175,30612243,USR000007,2024-05-22,False,63
ACC000530,Summit Labs,summitlabs.com,FinTech,SMB,International,187,17922211,USR000023,2023-07-26,False,80
ACC000531,Pioneer Data 81,pioneerdata81.ai,Healthcare Tech,SMB,Central,83,12479070,USR000014,2023-12-05,False,81
ACC000532,Northstar Health,northstarhealth.co,EdTech,Enterprise,Southeast,1647,322992428,USR000011,2025-07-27,False,93
ACC000533,Keystone Networks 16,keystonenetworks16.io,SaaS,Mid-Market,Mountain,339,49400060,USR000007,2024-06-23,False,85
ACC000534,Clearpath Networks 80,clearpathnetworks8.co,Ecommerce,SMB,Northeast,166,32745994,USR000005,2025-11-03,True,79
ACC000535,Ironwood Health 54,ironwoodhealth54.co,SaaS,Mid-Market,West,776,113271472,USR000011,2024-04-15,False,88
ACC000536,Nova Systems,novasystems.net,HR Tech,Mid-Market,International,439,103664208,USR000014,2024-04-02,False,65
ACC000537,Keystone Dynamics 63,keystonedynamics63.ai,EdTech,Mid-Market,Mountain,331,39926869,USR000021,2024-02-10,False,89
ACC000538,Northstar Markets 65,northstarmarkets65.io,Healthcare Tech,Mid-Market,Southeast,335,31112029,USR000014,2026-02-09,True,76
ACC000539,Nimbus Labs 66,nimbuslabs66.io,Manufacturing Tech,SMB,International,30,5785652,USR000018,2023-06-15,False,43
ACC000540,Cobalt Data 58,cobaltdata58.net,Logistics Tech,Mid-Market,West,219,38520147,USR000019,2025-01-11,False,67
ACC000541,Summit Markets 97,summitmarkets97.com,Healthcare Tech,SMB,Southeast,71,12716981,USR000018,2024-10-21,True,75
ACC000542,Cobalt Works 67,cobaltworks67.net,HR Tech,Mid-Market,International,449,99743531,USR000023,2026-03-13,False,61
ACC000543,Pioneer Labs 30,pioneerlabs30.co,Ecommerce,Mid-Market,Northeast,514,98954286,USR000022,2023-06-04,False,72
ACC000544,Ironwood Intelligence,ironwoodintelligen.co,Healthcare Tech,SMB,West,105,16773899,USR000023,2024-08-29,False,73
ACC000545,Nova Intelligence 83,novaintelligence83.ai,Manufacturing Tech,SMB,Northeast,57,8515471,USR000014,2025-12-23,False,44
ACC000546,Northstar Markets 19,northstarmarkets19.co,Healthcare Tech,SMB,Central,198,30181676,USR000022,2024-07-23,True,75
ACC000547,Summit Platform 29,summitplatform29.co,HR Tech,Mid-Market,International,307,35342964,USR000014,2024-04-29,False,68
ACC000548,Bright Health 59,brighthealth59.co,Manufacturing Tech,Enterprise,Mountain,2694,331243513,USR000019,2024-07-21,True,54
ACC000549,Evergreen Ops 76,evergreenops76.co,Manufacturing Tech,SMB,Mountain,191,18982482,USR000027,2023-04-11,True,56
ACC000550,Summit Platform 86,summitplatform86.net,Ecommerce,Enterprise,Northeast,3190,361736843,USR000018,2023-07-11,False,93
ACC000551,Nimbus Platform 45,nimbusplatform45.ai,Logistics Tech,Mid-Market,Mountain,489,64081524,USR000009,2026-03-14,False,57
ACC000552,Evergreen Group 93,evergreengroup93.net,HR Tech,Enterprise,Mountain,4675,618445728,USR000010,2023-08-14,False,61
ACC000553,Vertex Networks 66,vertexnetworks66.net,Ecommerce,Mid-Market,International,1105,228245919,USR000007,2023-04-16,True,83
ACC000554,Pioneer Markets,pioneermarkets.net,EdTech,Mid-Market,International,346,41269142,USR000027,2026-01-10,False,83
ACC000555,Keystone Systems 68,keystonesystems68.com,SaaS,Mid-Market,Southeast,1111,209659462,USR000009,2025-01-30,False,80
ACC000556,Signal Solutions 98,signalsolutions98.io,Cybersecurity,SMB,International,67,13692591,USR000011,2025-04-09,False,44
ACC000557,Vertex Labs,vertexlabs.ai,HR Tech,Enterprise,Northeast,2045,409891561,USR000005,2023-07-07,False,90
ACC000558,Summit Dynamics 97,summitdynamics97.net,EdTech,Mid-Market,Mountain,474,69121518,USR000021,2024-04-30,True,50
ACC000559,Meridian Platform 55,meridianplatform55.ai,Manufacturing Tech,Enterprise,West,2270,371405484,USR000005,2025-01-27,False,68
ACC000560,Clearpath Dynamics 83,clearpathdynamics8.ai,Manufacturing Tech,SMB,International,49,7162929,USR000022,2025-06-24,False,75
ACC000561,Atlas Data 24,atlasdata24.com,FinTech,SMB,Mountain,172,36014900,USR000027,2023-11-04,False,74
ACC000562,Meridian Labs 56,meridianlabs56.ai,Manufacturing Tech,SMB,Central,112,14274438,USR000009,2024-01-23,True,67
ACC000563,Apex Group 61,apexgroup61.io,SaaS,Enterprise,Mountain,2681,543009376,USR000014,2025-07-20,False,89
ACC000564,Ironwood Intelligence 11,ironwoodintelligen.ai,Manufacturing Tech,SMB,Mountain,88,20073763,USR000009,2023-04-19,False,59
ACC000565,BluePeak Analytics,bluepeakanalytics.net,FinTech,Mid-Market,Southeast,606,110466557,USR000021,2025-01-27,False,85
ACC000566,Evergreen Platform,evergreenplatform.com,Ecommerce,Mid-Market,Mountain,768,88785603,USR000010,2024-08-28,True,66
ACC000567,Pioneer Works 29,pioneerworks29.net,Manufacturing Tech,SMB,Southeast,338,76587709,USR000021,2024-12-14,False,75
ACC000568,Pioneer Data 32,pioneerdata32.net,HR Tech,SMB,West,41,8935839,USR000023,2024-10-10,False,83
ACC000569,Summit Platform 34,summitplatform34.net,Cybersecurity,SMB,West,87,10929095,USR000021,2023-05-20,False,66
ACC000570,Ironwood Labs 39,ironwoodlabs39.io,Ecommerce,SMB,Northeast,39,4524951,USR000007,2023-04-17,False,82
ACC000571,Summit Networks,summitnetworks.net,Manufacturing Tech,SMB,West,67,13796352,USR000023,2024-02-20,False,77
ACC000572,Cobalt Software,cobaltsoftware.io,EdTech,Enterprise,West,907,183589408,USR000010,2024-05-13,False,57
ACC000573,Cobalt Cloud 5,cobaltcloud5.co,Ecommerce,Mid-Market,West,274,25897269,USR000007,2026-02-12,True,55
ACC000574,Northstar Solutions 73,northstarsolutions.com,HR Tech,SMB,Central,174,32713309,USR000018,2023-07-03,True,95
ACC000575,Meridian Ops 42,meridianops42.com,EdTech,Enterprise,International,1225,161996947,USR000007,2023-02-27,False,85
ACC000576,Cobalt Labs 91,cobaltlabs91.com,Ecommerce,Mid-Market,Northeast,129,20039726,USR000007,2023-03-24,True,80
ACC000577,Cobalt Works 99,cobaltworks99.co,EdTech,SMB,Southeast,84,10849211,USR000023,2023-07-29,False,60
ACC000578,Northstar Dynamics 19,northstardynamics1.co,Manufacturing Tech,Mid-Market,Central,187,21455017,USR000023,2024-01-02,True,68
ACC000579,Pioneer Systems 72,pioneersystems72.net,FinTech,Mid-Market,West,422,53593490,USR000005,2024-05-24,True,30
ACC000580,Evergreen Analytics 41,evergreenanalytics.io,Ecommerce,Enterprise,Mountain,970,113081508,USR000018,2023-06-01,False,83
ACC000581,Northstar Networks 30,northstarnetworks3.net,Cybersecurity,Mid-Market,Mountain,572,86760744,USR000007,2023-06-11,False,56
ACC000582,Evergreen Data 84,evergreendata84.net,Healthcare Tech,SMB,Central,57,7685228,USR000023,2024-01-03,True,86
ACC000583,Summit Software 94,summitsoftware94.net,Logistics Tech,SMB,Central,67,10351074,USR000014,2024-09-19,True,57
ACC000584,Summit Works 81,summitworks81.com,HR Tech,Mid-Market,Central,148,24260594,USR000019,2023-09-07,True,75
ACC000585,Atlas Cloud 74,atlascloud74.net,Ecommerce,Mid-Market,Central,760,112873706,USR000018,2023-03-11,False,97
ACC000586,Northstar Systems,northstarsystems.ai,HR Tech,SMB,Mountain,143,32851852,USR000027,2025-01-08,False,89
ACC000587,Pioneer Cloud 88,pioneercloud88.ai,Logistics Tech,Mid-Market,Southeast,358,49768875,USR000019,2025-10-05,True,84
ACC000588,Ironwood Health 24,ironwoodhealth24.net,Healthcare Tech,SMB,Central,78,7905234,USR000009,2024-07-02,True,74
ACC000589,Nimbus Analytics 95,nimbusanalytics95.com,SaaS,Enterprise,Northeast,4600,436385977,USR000023,2023-01-30,False,80
ACC000590,Signal Labs 72,signallabs72.ai,Manufacturing Tech,SMB,Northeast,105,21233533,USR000019,2025-08-17,False,77
ACC000591,Meridian Dynamics 77,meridiandynamics77.ai,FinTech,Enterprise,Southeast,1926,273738179,USR000021,2024-06-26,True,78
ACC000592,Meridian Intelligence 66,meridianintelligen.com,HR Tech,Mid-Market,Northeast,174,31684624,USR000023,2025-01-30,False,68
ACC000593,Clearpath Networks 24,clearpathnetworks2.net,FinTech,SMB,International,114,18422691,USR000027,2023-01-08,True,78
ACC000594,Bright Dynamics 99,brightdynamics99.co,HR Tech,SMB,West,46,9898677,USR000011,2024-05-10,False,74
ACC000595,Bright Software 68,brightsoftware68.ai,EdTech,Enterprise,Southeast,1472,310975987,USR000019,2023-09-26,False,53
ACC000596,Nova Health 92,novahealth92.net,Cybersecurity,SMB,International,99,16803846,USR000011,2023-01-26,False,78
ACC000597,Meridian Platform 48,meridianplatform48.net,Healthcare Tech,SMB,Northeast,137,25055362,USR000011,2025-02-23,False,54
ACC000598,BluePeak Platform 47,bluepeakplatform47.ai,Logistics Tech,Enterprise,Southeast,1344,224239749,USR000022,2024-07-28,False,61
ACC000599,Clearpath Networks 31,clearpathnetworks3.com,Manufacturing Tech,Mid-Market,International,358,61790623,USR000011,2023-05-02,False,63
ACC000600,Northstar Networks 48,northstarnetworks4.net,Healthcare Tech,Enterprise,International,846,108542185,USR000010,2025-12-24,False,91
ACC000601,Summit Markets 88,summitmarkets88.co,Logistics Tech,Mid-Market,Mountain,1455,191645219,USR000022,2024-04-07,False,98
ACC000602,Vertex Networks 19,vertexnetworks19.net,SaaS,SMB,Northeast,107,10302739,USR000009,2024-03-04,True,67
ACC000603,Nimbus Networks 68,nimbusnetworks68.co,SaaS,Mid-Market,International,299,41158607,USR000027,2023-06-20,True,75
ACC000604,Signal Data 79,signaldata79.co,Logistics Tech,SMB,Mountain,26,3574688,USR000010,2025-09-02,False,62
ACC000605,Northstar Solutions 23,northstarsolutions.ai,Logistics Tech,Mid-Market,Northeast,1205,185893766,USR000022,2024-07-25,False,76
ACC000606,Cobalt Dynamics,cobaltdynamics.co,EdTech,Enterprise,Mountain,2298,379334530,USR000007,2026-03-15,True,66
ACC000607,BluePeak Ops 21,bluepeakops21.net,Healthcare Tech,Mid-Market,Mountain,530,64808756,USR000019,2024-01-11,True,68
ACC000608,Cobalt Markets 86,cobaltmarkets86.io,Manufacturing Tech,SMB,West,85,16936728,USR000023,2024-02-20,False,77
ACC000609,Keystone Ops,keystoneops.ai,SaaS,Enterprise,International,1860,385940137,USR000021,2025-02-17,False,80
ACC000610,Ironwood Platform 46,ironwoodplatform46.net,Healthcare Tech,Mid-Market,Southeast,111,15059800,USR000009,2025-04-20,True,52
ACC000611,Catalyst Analytics 38,catalystanalytics3.net,Manufacturing Tech,Mid-Market,Southeast,272,46775508,USR000011,2023-01-30,False,57
ACC000612,Signal Systems,signalsystems.com,Manufacturing Tech,SMB,West,34,7125776,USR000021,2025-10-13,False,98
ACC000613,Signal Group 54,signalgroup54.ai,Healthcare Tech,SMB,Mountain,69,7004957,USR000018,2024-02-09,False,58
ACC000614,Evergreen Ops 74,evergreenops74.ai,Cybersecurity,SMB,International,54,7109524,USR000018,2023-05-01,False,58
ACC000615,Evergreen Markets 24,evergreenmarkets24.ai,Manufacturing Tech,SMB,Northeast,94,13999821,USR000019,2025-10-09,False,64
ACC000616,Pioneer Platform 96,pioneerplatform96.io,Healthcare Tech,Enterprise,International,1366,173729251,USR000010,2023-10-25,False,86
ACC000617,Summit Software 67,summitsoftware67.co,Ecommerce,SMB,Northeast,92,12078300,USR000022,2023-10-10,False,78
ACC000618,Meridian Systems 13,meridiansystems13.io,Logistics Tech,Mid-Market,Northeast,412,49096864,USR000018,2025-06-10,False,56
ACC000619,Nimbus Dynamics 49,nimbusdynamics49.com,SaaS,Enterprise,International,1443,178804814,USR000018,2025-09-07,True,81
ACC000620,Bright Networks 83,brightnetworks83.co,Logistics Tech,SMB,West,40,5278475,USR000010,2025-08-27,False,84
ACC000621,Signal Labs 78,signallabs78.net,Manufacturing Tech,Enterprise,International,3110,505868488,USR000010,2024-04-05,False,84
ACC000622,Pioneer Dynamics 85,pioneerdynamics85.com,FinTech,Enterprise,West,1431,160826398,USR000011,2025-04-17,False,78
ACC000623,Meridian Platform 77,meridianplatform77.io,Manufacturing Tech,SMB,West,86,18412899,USR000027,2025-11-19,False,70
ACC000624,Evergreen Works 94,evergreenworks94.net,Ecommerce,Mid-Market,Central,538,69388130,USR000011,2024-06-17,False,56
ACC000625,Clearpath Platform 75,clearpathplatform7.com,Cybersecurity,SMB,Mountain,144,30035243,USR000018,2023-05-28,False,76
ACC000626,Evergreen Analytics 66,evergreenanalytics.ai,Ecommerce,Enterprise,West,1088,218353594,USR000021,2023-10-05,False,67
ACC000627,Clearpath Platform 74,clearpathplatform7.co,HR Tech,SMB,Central,147,32327539,USR000019,2023-10-15,False,97
ACC000628,Ironwood Health 35,ironwoodhealth35.com,EdTech,SMB,International,32,5588312,USR000010,2023-05-24,False,61
ACC000629,Keystone Intelligence 68,keystoneintelligen.net,SaaS,SMB,International,35,3828165,USR000011,2023-12-07,False,64
ACC000630,Catalyst Works,catalystworks.com,EdTech,SMB,International,53,10854638,USR000027,2026-02-05,True,62
ACC000631,Evergreen Networks 62,evergreennetworks6.ai,Ecommerce,SMB,Mountain,131,18153054,USR000022,2025-10-12,False,71
ACC000632,Signal Markets 96,signalmarkets96.io,HR Tech,SMB,International,162,15673422,USR000010,2023-12-02,False,76
ACC000633,Catalyst Software 33,catalystsoftware33.net,Ecommerce,Mid-Market,Mountain,359,57368393,USR000007,2023-07-20,False,79
ACC000634,Ironwood Systems 99,ironwoodsystems99.net,SaaS,Enterprise,Southeast,1931,398979976,USR000014,2025-07-11,False,89
ACC000635,Nimbus Markets 25,nimbusmarkets25.net,Cybersecurity,Enterprise,Southeast,3986,712706870,USR000010,2023-05-05,True,66
ACC000636,BluePeak Ops 63,bluepeakops63.net,SaaS,SMB,Northeast,175,19096499,USR000014,2024-11-04,False,74
ACC000637,Clearpath Health 91,clearpathhealth91.net,Logistics Tech,SMB,Central,114,15276343,USR000027,2023-07-25,False,61
ACC000638,Apex Systems,apexsystems.io,EdTech,Enterprise,Northeast,832,179403848,USR000007,2023-05-28,False,84
ACC000639,Nimbus Networks 72,nimbusnetworks72.ai,HR Tech,SMB,Central,128,23687262,USR000019,2024-12-10,False,56
ACC000640,Northstar Markets 56,northstarmarkets56.io,EdTech,Enterprise,International,2233,510548969,USR000014,2024-05-09,False,68
ACC000641,Nimbus Data 25,nimbusdata25.net,FinTech,SMB,Northeast,105,13989962,USR000023,2023-07-25,True,82
ACC000642,Catalyst Health,catalysthealth.ai,HR Tech,SMB,Northeast,54,6921298,USR000018,2023-07-09,False,90
ACC000643,Meridian Software,meridiansoftware.io,FinTech,Enterprise,Southeast,2087,348882118,USR000005,2023-11-22,False,79
ACC000644,Ironwood Cloud 82,ironwoodcloud82.net,Manufacturing Tech,SMB,International,66,10692469,USR000014,2025-07-28,True,53
ACC000645,Nimbus Labs 52,nimbuslabs52.com,FinTech,SMB,West,88,14940707,USR000010,2024-06-11,False,75
ACC000646,Summit Data 97,summitdata97.ai,Cybersecurity,Mid-Market,Central,296,40215031,USR000014,2024-12-06,False,86
ACC000647,Pioneer Systems 54,pioneersystems54.com,Ecommerce,Mid-Market,International,260,48063454,USR000022,2024-12-09,False,66
ACC000648,Atlas Intelligence 43,atlasintelligence4.net,Logistics Tech,Mid-Market,International,713,157522315,USR000019,2026-01-30,True,83
ACC000649,Atlas Data 82,atlasdata82.io,FinTech,Mid-Market,International,748,101824843,USR000014,2023-04-21,False,82
